id,name,type,year,component,variable,value
310M200US10180,"Abilene, TX Metro Area",msa,2012,Goods,index,97
310M200US10180,"Abilene, TX Metro Area",msa,2012,Goods,rank,290
310M200US10180,"Abilene, TX Metro Area",msa,2012,Goods,total_ranks,381
310M200US49700,"Yuba City, CA Metro Area",msa,2009,Other,index,99.3
310M200US49700,"Yuba City, CA Metro Area",msa,2009,Other,rank,77
310M200US49700,"Yuba City, CA Metro Area",msa,2009,Other,total_ranks,381
310M200US29940,"Lawrence, KS Metro Area",msa,2012,Other,index,94.7
310M200US29940,"Lawrence, KS Metro Area",msa,2012,Other,rank,147
310M200US29940,"Lawrence, KS Metro Area",msa,2012,Other,total_ranks,381
310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",msa,2012,Goods,index,97.3
310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",msa,2012,Goods,rank,261
310M200US24860,"Greenville-Anderson-Mauldin, SC Metro Area",msa,2012,Goods,total_ranks,381
310M200US41620,"Salt Lake City, UT Metro Area",msa,2009,All,index,99.4
310M200US41620,"Salt Lake City, UT Metro Area",msa,2009,All,rank,73
310M200US41620,"Salt Lake City, UT Metro Area",msa,2009,All,total_ranks,381
310M200US24660,"Greensboro-High Point, NC Metro Area",msa,2012,Other,index,94.2
310M200US24660,"Greensboro-High Point, NC Metro Area",msa,2012,Other,rank,257
310M200US24660,"Greensboro-High Point, NC Metro Area",msa,2012,Other,total_ranks,381
310M200US28140,"Kansas City, MO-KS Metro Area",msa,2009,Other,index,91
310M200US28140,"Kansas City, MO-KS Metro Area",msa,2009,Other,rank,335
310M200US28140,"Kansas City, MO-KS Metro Area",msa,2009,Other,total_ranks,381
310M200US40660,"Rome, GA Metro Area",msa,2009,Rents,index,63.8
310M200US40660,"Rome, GA Metro Area",msa,2009,Rents,rank,342
310M200US40660,"Rome, GA Metro Area",msa,2009,Rents,total_ranks,381
310M200US31420,"Macon, GA Metro Area",msa,2012,Other,index,94.1
310M200US31420,"Macon, GA Metro Area",msa,2012,Other,rank,298
310M200US31420,"Macon, GA Metro Area",msa,2012,Other,total_ranks,381
310M200US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",msa,2012,All,index,95.7
310M200US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",msa,2012,All,rank,126
310M200US18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",msa,2012,All,total_ranks,381
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2012,Goods,index,97.4
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2012,Goods,rank,235
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2012,Goods,total_ranks,381
0400000US04,Arizona State,state,2013,All,index,97.1
0400000US04,Arizona State,state,2013,All,rank,25
0400000US04,Arizona State,state,2013,All,total_ranks,51
310M200US13460,"Bend-Redmond, OR Metro Area",msa,2009,Other,index,95.8
310M200US13460,"Bend-Redmond, OR Metro Area",msa,2009,Other,rank,126
310M200US13460,"Bend-Redmond, OR Metro Area",msa,2009,Other,total_ranks,381
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2008,All,index,87.9
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2008,All,rank,320
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2008,All,total_ranks,381
310M200US46700,"Vallejo-Fairfield, CA Metro Area",msa,2008,Goods,index,112.7
310M200US46700,"Vallejo-Fairfield, CA Metro Area",msa,2008,Goods,rank,5
310M200US46700,"Vallejo-Fairfield, CA Metro Area",msa,2008,Goods,total_ranks,381
0400000US09,Connecticut State,state,2008,Rents,index,120.6
0400000US09,Connecticut State,state,2008,Rents,rank,10
0400000US09,Connecticut State,state,2008,Rents,total_ranks,51
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2012,Other,index,110.7
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2012,Other,rank,8
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2012,Other,total_ranks,381
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2013,Other,index,94.3
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2013,Other,rank,222
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2013,Other,total_ranks,381
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2013,Goods,index,97.5
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2013,Goods,rank,165
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2013,Goods,total_ranks,381
310M200US27060,"Ithaca, NY Metro Area",msa,2010,Rents,index,125.7
310M200US27060,"Ithaca, NY Metro Area",msa,2010,Rents,rank,29
310M200US27060,"Ithaca, NY Metro Area",msa,2010,Rents,total_ranks,381
310M200US22520,"Florence-Muscle Shoals, AL Metro Area",msa,2011,All,index,83.8
310M200US22520,"Florence-Muscle Shoals, AL Metro Area",msa,2011,All,rank,369
310M200US22520,"Florence-Muscle Shoals, AL Metro Area",msa,2011,All,total_ranks,381
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2008,Goods,index,98.6
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2008,Goods,rank,109
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2008,Goods,total_ranks,381
0400000US26,Michigan State,state,2010,Rents,index,83.2
0400000US26,Michigan State,state,2010,Rents,rank,29
0400000US26,Michigan State,state,2010,Rents,total_ranks,51
310M200US33700,"Modesto, CA Metro Area",msa,2010,All,index,99.9
310M200US33700,"Modesto, CA Metro Area",msa,2010,All,rank,60
310M200US33700,"Modesto, CA Metro Area",msa,2010,All,total_ranks,381
310M200US11460,"Ann Arbor, MI Metro Area",msa,2013,Goods,index,99.6
310M200US11460,"Ann Arbor, MI Metro Area",msa,2013,Goods,rank,35
310M200US11460,"Ann Arbor, MI Metro Area",msa,2013,Goods,total_ranks,381
0400000US23,Maine State,state,2013,All,index,97.7
0400000US23,Maine State,state,2013,All,rank,22
0400000US23,Maine State,state,2013,All,total_ranks,51
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2011,Other,index,111.3
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2011,Other,rank,5
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2011,Other,total_ranks,381
310M200US20100,"Dover, DE Metro Area",msa,2011,Rents,index,86.5
310M200US20100,"Dover, DE Metro Area",msa,2011,Rents,rank,160
310M200US20100,"Dover, DE Metro Area",msa,2011,Rents,total_ranks,381
310M200US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",msa,2013,Rents,index,62.3
310M200US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",msa,2013,Rents,rank,349
310M200US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",msa,2013,Rents,total_ranks,381
310M200US31860,"Mankato-North Mankato, MN Metro Area",msa,2013,Goods,index,91.2
310M200US31860,"Mankato-North Mankato, MN Metro Area",msa,2013,Goods,rank,380
310M200US31860,"Mankato-North Mankato, MN Metro Area",msa,2013,Goods,total_ranks,381
310M200US25500,"Harrisonburg, VA Metro Area",msa,2012,Goods,index,92.4
310M200US25500,"Harrisonburg, VA Metro Area",msa,2012,Goods,rank,351
310M200US25500,"Harrisonburg, VA Metro Area",msa,2012,Goods,total_ranks,381
310M200US33660,"Mobile, AL Metro Area",msa,2008,Goods,index,98.6
310M200US33660,"Mobile, AL Metro Area",msa,2008,Goods,rank,101
310M200US33660,"Mobile, AL Metro Area",msa,2008,Goods,total_ranks,381
310M200US33860,"Montgomery, AL Metro Area",msa,2009,Other,index,94.7
310M200US33860,"Montgomery, AL Metro Area",msa,2009,Other,rank,244
310M200US33860,"Montgomery, AL Metro Area",msa,2009,Other,total_ranks,381
310M200US27100,"Jackson, MI Metro Area",msa,2009,Rents,index,73.6
310M200US27100,"Jackson, MI Metro Area",msa,2009,Rents,rank,275
310M200US27100,"Jackson, MI Metro Area",msa,2009,Rents,total_ranks,381
310M200US27740,"Johnson City, TN Metro Area",msa,2008,Other,index,95.2
310M200US27740,"Johnson City, TN Metro Area",msa,2008,Other,rank,215
310M200US27740,"Johnson City, TN Metro Area",msa,2008,Other,total_ranks,381
310M200US23580,"Gainesville, GA Metro Area",msa,2012,Goods,index,92.4
310M200US23580,"Gainesville, GA Metro Area",msa,2012,Goods,rank,349
310M200US23580,"Gainesville, GA Metro Area",msa,2012,Goods,total_ranks,381
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2012,Goods,index,97.6
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2012,Goods,rank,116
310M200US19060,"Cumberland, MD-WV Metro Area",msa,2012,Goods,total_ranks,381
310M200US36780,"Oshkosh-Neenah, WI Metro Area",msa,2012,Goods,index,97.4
310M200US36780,"Oshkosh-Neenah, WI Metro Area",msa,2012,Goods,rank,223
310M200US36780,"Oshkosh-Neenah, WI Metro Area",msa,2012,Goods,total_ranks,381
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2011,Other,index,93.8
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2011,Other,rank,328
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2011,Other,total_ranks,381
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",msa,2011,Goods,index,98.9
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",msa,2011,Goods,rank,58
310M200US34580,"Mount Vernon-Anacortes, WA Metro Area",msa,2011,Goods,total_ranks,381
310M200US29940,"Lawrence, KS Metro Area",msa,2009,Other,index,95
310M200US29940,"Lawrence, KS Metro Area",msa,2009,Other,rank,172
310M200US29940,"Lawrence, KS Metro Area",msa,2009,Other,total_ranks,381
310M200US30700,"Lincoln, NE Metro Area",msa,2011,Rents,index,81.5
310M200US30700,"Lincoln, NE Metro Area",msa,2011,Rents,rank,204
310M200US30700,"Lincoln, NE Metro Area",msa,2011,Rents,total_ranks,381
310M200US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",msa,2011,All,index,95.9
310M200US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",msa,2011,All,rank,121
310M200US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",msa,2011,All,total_ranks,381
0400000US53,Washington State,state,2011,Other,index,99.8
0400000US53,Washington State,state,2011,Other,rank,14
0400000US53,Washington State,state,2011,Other,total_ranks,51
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2012,Goods,index,97.2
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2012,Goods,rank,271
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2012,Goods,total_ranks,381
310M200US13380,"Bellingham, WA Metro Area",msa,2009,Other,index,99.3
310M200US13380,"Bellingham, WA Metro Area",msa,2009,Other,rank,47
310M200US13380,"Bellingham, WA Metro Area",msa,2009,Other,total_ranks,381
310M200US45540,"The Villages, FL Metro Area",msa,2009,Rents,index,75.9
310M200US45540,"The Villages, FL Metro Area",msa,2009,Rents,rank,251
310M200US45540,"The Villages, FL Metro Area",msa,2009,Rents,total_ranks,381
310M200US36100,"Ocala, FL Metro Area",msa,2012,Other,index,94.4
310M200US36100,"Ocala, FL Metro Area",msa,2012,Other,rank,203
310M200US36100,"Ocala, FL Metro Area",msa,2012,Other,total_ranks,381
310M200US10500,"Albany, GA Metro Area",msa,2011,Other,index,94.1
310M200US10500,"Albany, GA Metro Area",msa,2011,Other,rank,274
310M200US10500,"Albany, GA Metro Area",msa,2011,Other,total_ranks,381
310M200US32780,"Medford, OR Metro Area",msa,2008,Rents,index,99.4
310M200US32780,"Medford, OR Metro Area",msa,2008,Rents,rank,98
310M200US32780,"Medford, OR Metro Area",msa,2008,Rents,total_ranks,381
310M200US31420,"Macon, GA Metro Area",msa,2009,Rents,index,63.4
310M200US31420,"Macon, GA Metro Area",msa,2009,Rents,rank,347
310M200US31420,"Macon, GA Metro Area",msa,2009,Rents,total_ranks,381
310M200US40980,"Saginaw, MI Metro Area",msa,2010,All,index,90
310M200US40980,"Saginaw, MI Metro Area",msa,2010,All,rank,282
310M200US40980,"Saginaw, MI Metro Area",msa,2010,All,total_ranks,381
310M200US23900,"Gettysburg, PA Metro Area",msa,2009,Goods,index,98.2
310M200US23900,"Gettysburg, PA Metro Area",msa,2009,Goods,rank,170
310M200US23900,"Gettysburg, PA Metro Area",msa,2009,Goods,total_ranks,381
310M200US22020,"Fargo, ND-MN Metro Area",msa,2008,Goods,index,96.4
310M200US22020,"Fargo, ND-MN Metro Area",msa,2008,Goods,rank,241
310M200US22020,"Fargo, ND-MN Metro Area",msa,2008,Goods,total_ranks,381
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,All,index,91.5
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,All,rank,243
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,All,total_ranks,381
0400000US15,Hawaii State,state,2008,Goods,index,106.1
0400000US15,Hawaii State,state,2008,Goods,rank,3
0400000US15,Hawaii State,state,2008,Goods,total_ranks,51
310M200US45220,"Tallahassee, FL Metro Area",msa,2013,Other,index,94.2
310M200US45220,"Tallahassee, FL Metro Area",msa,2013,Other,rank,265
310M200US45220,"Tallahassee, FL Metro Area",msa,2013,Other,total_ranks,381
310M200US14010,"Bloomington, IL Metro Area",msa,2012,Other,index,94.1
310M200US14010,"Bloomington, IL Metro Area",msa,2012,Other,rank,273
310M200US14010,"Bloomington, IL Metro Area",msa,2012,Other,total_ranks,381
310M200US41420,"Salem, OR Metro Area",msa,2008,Goods,index,96.9
310M200US41420,"Salem, OR Metro Area",msa,2008,Goods,rank,227
310M200US41420,"Salem, OR Metro Area",msa,2008,Goods,total_ranks,381
0400000US36,New York State,state,2009,Other,index,114.2
0400000US36,New York State,state,2009,Other,rank,1
0400000US36,New York State,state,2009,Other,total_ranks,51
310M200US21500,"Erie, PA Metro Area",msa,2013,Goods,index,97.8
310M200US21500,"Erie, PA Metro Area",msa,2013,Goods,rank,88
310M200US21500,"Erie, PA Metro Area",msa,2013,Goods,total_ranks,381
310M200US31460,"Madera, CA Metro Area",msa,2012,Other,index,100.5
310M200US31460,"Madera, CA Metro Area",msa,2012,Other,rank,49
310M200US31460,"Madera, CA Metro Area",msa,2012,Other,total_ranks,381
310M200US26300,"Hot Springs, AR Metro Area",msa,2011,Other,index,91.6
310M200US26300,"Hot Springs, AR Metro Area",msa,2011,Other,rank,354
310M200US26300,"Hot Springs, AR Metro Area",msa,2011,Other,total_ranks,381
310M200US27340,"Jacksonville, NC Metro Area",msa,2013,Other,index,94.3
310M200US27340,"Jacksonville, NC Metro Area",msa,2013,Other,rank,201
310M200US27340,"Jacksonville, NC Metro Area",msa,2013,Other,total_ranks,381
310M200US20020,"Dothan, AL Metro Area",msa,2012,All,index,84.9
310M200US20020,"Dothan, AL Metro Area",msa,2012,All,rank,363
310M200US20020,"Dothan, AL Metro Area",msa,2012,All,total_ranks,381
0400000US20,Kansas State,state,2008,Goods,index,95.2
0400000US20,Kansas State,state,2008,Goods,rank,45
0400000US20,Kansas State,state,2008,Goods,total_ranks,51
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2012,Goods,index,105
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2012,Goods,rank,15
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2012,Goods,total_ranks,381
0400000US12,Florida State,state,2008,All,index,100.8
0400000US12,Florida State,state,2008,All,rank,14
0400000US12,Florida State,state,2008,All,total_ranks,51
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2010,Other,index,112.8
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2010,Other,rank,9
310M200US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",msa,2010,Other,total_ranks,381
0400000US48,Texas State,state,2011,All,index,96.2
0400000US48,Texas State,state,2011,All,rank,27
0400000US48,Texas State,state,2011,All,total_ranks,51
310M200US48300,"Wenatchee, WA Metro Area",msa,2008,Rents,index,90.3
310M200US48300,"Wenatchee, WA Metro Area",msa,2008,Rents,rank,139
310M200US48300,"Wenatchee, WA Metro Area",msa,2008,Rents,total_ranks,381
310M200US19500,"Decatur, IL Metro Area",msa,2011,Goods,index,97.5
310M200US19500,"Decatur, IL Metro Area",msa,2011,Goods,rank,200
310M200US19500,"Decatur, IL Metro Area",msa,2011,Goods,total_ranks,381
310M200US31340,"Lynchburg, VA Metro Area",msa,2011,Other,index,94.3
310M200US31340,"Lynchburg, VA Metro Area",msa,2011,Other,rank,241
310M200US31340,"Lynchburg, VA Metro Area",msa,2011,Other,total_ranks,381
310M200US10780,"Alexandria, LA Metro Area",msa,2011,Goods,index,97.1
310M200US10780,"Alexandria, LA Metro Area",msa,2011,Goods,rank,285
310M200US10780,"Alexandria, LA Metro Area",msa,2011,Goods,total_ranks,381
310M200US36100,"Ocala, FL Metro Area",msa,2011,Goods,index,97.6
310M200US36100,"Ocala, FL Metro Area",msa,2011,Goods,rank,162
310M200US36100,"Ocala, FL Metro Area",msa,2011,Goods,total_ranks,381
310M200US46660,"Valdosta, GA Metro Area",msa,2009,Other,index,89.8
310M200US46660,"Valdosta, GA Metro Area",msa,2009,Other,rank,366
310M200US46660,"Valdosta, GA Metro Area",msa,2009,Other,total_ranks,381
310M200US42680,"Sebastian-Vero Beach, FL Metro Area",msa,2008,Rents,index,105.8
310M200US42680,"Sebastian-Vero Beach, FL Metro Area",msa,2008,Rents,rank,77
310M200US42680,"Sebastian-Vero Beach, FL Metro Area",msa,2008,Rents,total_ranks,381
310M200US25260,"Hanford-Corcoran, CA Metro Area",msa,2013,Rents,index,87.4
310M200US25260,"Hanford-Corcoran, CA Metro Area",msa,2013,Rents,rank,152
310M200US25260,"Hanford-Corcoran, CA Metro Area",msa,2013,Rents,total_ranks,381
0400000US17,Illinois State,state,2012,All,index,100.7
0400000US17,Illinois State,state,2012,All,rank,15
0400000US17,Illinois State,state,2012,All,total_ranks,51
0400000US54,West Virginia State,state,2011,Goods,index,95.4
0400000US54,West Virginia State,state,2011,Goods,rank,43
0400000US54,West Virginia State,state,2011,Goods,total_ranks,51
310M200US10740,"Albuquerque, NM Metro Area",msa,2011,All,index,97.3
310M200US10740,"Albuquerque, NM Metro Area",msa,2011,All,rank,97
310M200US10740,"Albuquerque, NM Metro Area",msa,2011,All,total_ranks,381
310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",msa,2013,Rents,index,101
310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",msa,2013,Rents,rank,76
310M200US29820,"Las Vegas-Henderson-Paradise, NV Metro Area",msa,2013,Rents,total_ranks,381
310M200US44140,"Springfield, MA Metro Area",msa,2008,Goods,index,98.4
310M200US44140,"Springfield, MA Metro Area",msa,2008,Goods,rank,178
310M200US44140,"Springfield, MA Metro Area",msa,2008,Goods,total_ranks,381
310M200US38220,"Pine Bluff, AR Metro Area",msa,2010,Rents,index,52.3
310M200US38220,"Pine Bluff, AR Metro Area",msa,2010,Rents,rank,375
310M200US38220,"Pine Bluff, AR Metro Area",msa,2010,Rents,total_ranks,381
310M200US16940,"Cheyenne, WY Metro Area",msa,2012,Other,index,100.5
310M200US16940,"Cheyenne, WY Metro Area",msa,2012,Other,rank,39
310M200US16940,"Cheyenne, WY Metro Area",msa,2012,Other,total_ranks,381
310M200US21060,"Elizabethtown-Fort Knox, KY Metro Area",msa,2010,Goods,index,93.2
310M200US21060,"Elizabethtown-Fort Knox, KY Metro Area",msa,2010,Goods,rank,349
310M200US21060,"Elizabethtown-Fort Knox, KY Metro Area",msa,2010,Goods,total_ranks,381
310M200US29460,"Lakeland-Winter Haven, FL Metro Area",msa,2010,All,index,94.5
310M200US29460,"Lakeland-Winter Haven, FL Metro Area",msa,2010,All,rank,159
310M200US29460,"Lakeland-Winter Haven, FL Metro Area",msa,2010,All,total_ranks,381
310M200US26380,"Houma-Thibodaux, LA Metro Area",msa,2013,Rents,index,80.7
310M200US26380,"Houma-Thibodaux, LA Metro Area",msa,2013,Rents,rank,208
310M200US26380,"Houma-Thibodaux, LA Metro Area",msa,2013,Rents,total_ranks,381
310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",msa,2010,Rents,index,57.3
310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",msa,2010,Rents,rank,362
310M200US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",msa,2010,Rents,total_ranks,381
0400000US05,Arkansas State,state,2013,Goods,index,95.3
0400000US05,Arkansas State,state,2013,Goods,rank,44
0400000US05,Arkansas State,state,2013,Goods,total_ranks,51
310M200US44300,"State College, PA Metro Area",msa,2012,All,index,102
310M200US44300,"State College, PA Metro Area",msa,2012,All,rank,44
310M200US44300,"State College, PA Metro Area",msa,2012,All,total_ranks,381
310M200US24300,"Grand Junction, CO Metro Area",msa,2008,Rents,index,92.5
310M200US24300,"Grand Junction, CO Metro Area",msa,2008,Rents,rank,127
310M200US24300,"Grand Junction, CO Metro Area",msa,2008,Rents,total_ranks,381
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2008,Other,index,94.9
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2008,Other,rank,272
310M200US13140,"Beaumont-Port Arthur, TX Metro Area",msa,2008,Other,total_ranks,381
310M200US22420,"Flint, MI Metro Area",msa,2011,All,index,94.1
310M200US22420,"Flint, MI Metro Area",msa,2011,All,rank,162
310M200US22420,"Flint, MI Metro Area",msa,2011,All,total_ranks,381
310M200US26820,"Idaho Falls, ID Metro Area",msa,2011,Other,index,93.9
310M200US26820,"Idaho Falls, ID Metro Area",msa,2011,Other,rank,313
310M200US26820,"Idaho Falls, ID Metro Area",msa,2011,Other,total_ranks,381
310M200US11180,"Ames, IA Metro Area",msa,2010,Other,index,87.8
310M200US11180,"Ames, IA Metro Area",msa,2010,Other,rank,372
310M200US11180,"Ames, IA Metro Area",msa,2010,Other,total_ranks,381
310M200US36260,"Ogden-Clearfield, UT Metro Area",msa,2009,Other,index,99.1
310M200US36260,"Ogden-Clearfield, UT Metro Area",msa,2009,Other,rank,84
310M200US36260,"Ogden-Clearfield, UT Metro Area",msa,2009,Other,total_ranks,381
310M200US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",msa,2010,Rents,index,108.3
310M200US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",msa,2010,Rents,rank,59
310M200US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",msa,2010,Rents,total_ranks,381
310M200US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",msa,2012,Other,index,98.1
310M200US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",msa,2012,Other,rank,89
310M200US38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",msa,2012,Other,total_ranks,381
310M200US19780,"Des Moines-West Des Moines, IA Metro Area",msa,2013,Rents,index,89.6
310M200US19780,"Des Moines-West Des Moines, IA Metro Area",msa,2013,Rents,rank,137
310M200US19780,"Des Moines-West Des Moines, IA Metro Area",msa,2013,Rents,total_ranks,381
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2010,Goods,index,97.6
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2010,Goods,rank,158
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2010,Goods,total_ranks,381
310M200US46220,"Tuscaloosa, AL Metro Area",msa,2011,Other,index,94
310M200US46220,"Tuscaloosa, AL Metro Area",msa,2011,Other,rank,297
310M200US46220,"Tuscaloosa, AL Metro Area",msa,2011,Other,total_ranks,381
310M200US25980,"Hinesville, GA Metro Area",msa,2011,Rents,index,84.7
310M200US25980,"Hinesville, GA Metro Area",msa,2011,Rents,rank,175
310M200US25980,"Hinesville, GA Metro Area",msa,2011,Rents,total_ranks,381
310M200US42700,"Sebring, FL Metro Area",msa,2010,All,index,86.9
310M200US42700,"Sebring, FL Metro Area",msa,2010,All,rank,338
310M200US42700,"Sebring, FL Metro Area",msa,2010,All,total_ranks,381
310M200US47460,"Walla Walla, WA Metro Area",msa,2011,Rents,index,82.7
310M200US47460,"Walla Walla, WA Metro Area",msa,2011,Rents,rank,195
310M200US47460,"Walla Walla, WA Metro Area",msa,2011,Rents,total_ranks,381
0400000US38,North Dakota State,state,2008,Other,index,91.4
0400000US38,North Dakota State,state,2008,Other,rank,48
0400000US38,North Dakota State,state,2008,Other,total_ranks,51
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2010,Other,index,94.3
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2010,Other,rank,236
310M200US36740,"Orlando-Kissimmee-Sanford, FL Metro Area",msa,2010,Other,total_ranks,381
310M200US16860,"Chattanooga, TN-GA Metro Area",msa,2010,All,index,90.1
310M200US16860,"Chattanooga, TN-GA Metro Area",msa,2010,All,rank,279
310M200US16860,"Chattanooga, TN-GA Metro Area",msa,2010,All,total_ranks,381
310M200US24420,"Grants Pass, OR Metro Area",msa,2009,Rents,index,87.4
310M200US24420,"Grants Pass, OR Metro Area",msa,2009,Rents,rank,166
310M200US24420,"Grants Pass, OR Metro Area",msa,2009,Rents,total_ranks,381
310M200US17820,"Colorado Springs, CO Metro Area",msa,2011,All,index,99.2
310M200US17820,"Colorado Springs, CO Metro Area",msa,2011,All,rank,68
310M200US17820,"Colorado Springs, CO Metro Area",msa,2011,All,total_ranks,381
310M200US16220,"Casper, WY Metro Area",msa,2009,Goods,index,96.6
310M200US16220,"Casper, WY Metro Area",msa,2009,Goods,rank,289
310M200US16220,"Casper, WY Metro Area",msa,2009,Goods,total_ranks,381
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",msa,2010,Other,index,94.2
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",msa,2010,Other,rank,266
310M200US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",msa,2010,Other,total_ranks,381
310M200US12980,"Battle Creek, MI Metro Area",msa,2008,Rents,index,75.4
310M200US12980,"Battle Creek, MI Metro Area",msa,2008,Rents,rank,259
310M200US12980,"Battle Creek, MI Metro Area",msa,2008,Rents,total_ranks,381
310M200US47220,"Vineland-Bridgeton, NJ Metro Area",msa,2009,Goods,index,104.8
310M200US47220,"Vineland-Bridgeton, NJ Metro Area",msa,2009,Goods,rank,21
310M200US47220,"Vineland-Bridgeton, NJ Metro Area",msa,2009,Goods,total_ranks,381
310M200US14740,"Bremerton-Silverdale, WA Metro Area",msa,2013,Goods,index,105
310M200US14740,"Bremerton-Silverdale, WA Metro Area",msa,2013,Goods,rank,13
310M200US14740,"Bremerton-Silverdale, WA Metro Area",msa,2013,Goods,total_ranks,381
310M200US41700,"San Antonio-New Braunfels, TX Metro Area",msa,2009,Rents,index,87.2
310M200US41700,"San Antonio-New Braunfels, TX Metro Area",msa,2009,Rents,rank,170
310M200US41700,"San Antonio-New Braunfels, TX Metro Area",msa,2009,Rents,total_ranks,381
310M200US29740,"Las Cruces, NM Metro Area",msa,2011,Other,index,100.8
310M200US29740,"Las Cruces, NM Metro Area",msa,2011,Other,rank,46
310M200US29740,"Las Cruces, NM Metro Area",msa,2011,Other,total_ranks,381
0400000US24,Maryland State,state,2008,Rents,index,124.5
0400000US24,Maryland State,state,2008,Rents,rank,9
0400000US24,Maryland State,state,2008,Rents,total_ranks,51
0400000US23,Maine State,state,2013,Rents,index,97.6
0400000US23,Maine State,state,2013,Rents,rank,20
