id,name,type,year,component,variable,value
310M200US16620,"Charleston, WV Metro Area",msa,2010,Other,rank,282
310M200US16620,"Charleston, WV Metro Area",msa,2010,Other,total_ranks,381
310M200US30620,"Lima, OH Metro Area",msa,2009,Other,index,95
310M200US30620,"Lima, OH Metro Area",msa,2009,Other,rank,173
310M200US30620,"Lima, OH Metro Area",msa,2009,Other,total_ranks,381
310M200US22540,"Fond du Lac, WI Metro Area",msa,2011,Goods,index,91.3
310M200US22540,"Fond du Lac, WI Metro Area",msa,2011,Goods,rank,376
310M200US22540,"Fond du Lac, WI Metro Area",msa,2011,Goods,total_ranks,381
310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",msa,2009,Goods,index,96.6
310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",msa,2009,Goods,rank,298
310M200US29420,"Lake Havasu City-Kingman, AZ Metro Area",msa,2009,Goods,total_ranks,381
310M200US10580,"Albany-Schenectady-Troy, NY Metro Area",msa,2009,All,index,99.6
310M200US10580,"Albany-Schenectady-Troy, NY Metro Area",msa,2009,All,rank,69
310M200US10580,"Albany-Schenectady-Troy, NY Metro Area",msa,2009,All,total_ranks,381
310M200US17980,"Columbus, GA-AL Metro Area",msa,2009,Rents,index,71.5
310M200US17980,"Columbus, GA-AL Metro Area",msa,2009,Rents,rank,297
310M200US17980,"Columbus, GA-AL Metro Area",msa,2009,Rents,total_ranks,381
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2012,Rents,index,112.6
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2012,Rents,rank,41
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2012,Rents,total_ranks,381
310M200US12620,"Bangor, ME Metro Area",msa,2011,Other,index,97.7
310M200US12620,"Bangor, ME Metro Area",msa,2011,Other,rank,93
310M200US12620,"Bangor, ME Metro Area",msa,2011,Other,total_ranks,381
0400000US17,Illinois State,state,2013,Rents,index,100.8
0400000US17,Illinois State,state,2013,Rents,rank,16
0400000US17,Illinois State,state,2013,Rents,total_ranks,51
310M200US25500,"Harrisonburg, VA Metro Area",msa,2009,All,index,93.4
310M200US25500,"Harrisonburg, VA Metro Area",msa,2009,All,rank,198
310M200US25500,"Harrisonburg, VA Metro Area",msa,2009,All,total_ranks,381
310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",msa,2009,All,index,95.7
310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",msa,2009,All,rank,144
310M200US33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",msa,2009,All,total_ranks,381
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2008,Other,index,110.5
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2008,Other,rank,17
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2008,Other,total_ranks,381
310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",msa,2012,Rents,index,190.9
310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",msa,2012,Rents,rank,1
310M200US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",msa,2012,Rents,total_ranks,381
310M200US19380,"Dayton, OH Metro Area",msa,2011,All,index,91.8
310M200US19380,"Dayton, OH Metro Area",msa,2011,All,rank,234
310M200US19380,"Dayton, OH Metro Area",msa,2011,All,total_ranks,381
310M200US22180,"Fayetteville, NC Metro Area",msa,2008,Goods,index,98.3
310M200US22180,"Fayetteville, NC Metro Area",msa,2008,Goods,rank,191
310M200US22180,"Fayetteville, NC Metro Area",msa,2008,Goods,total_ranks,381
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2010,Other,index,94.3
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2010,Other,rank,239
310M200US38940,"Port St. Lucie, FL Metro Area",msa,2010,Other,total_ranks,381
310M200US14260,"Boise City, ID Metro Area",msa,2013,Other,index,100.3
310M200US14260,"Boise City, ID Metro Area",msa,2013,Other,rank,72
310M200US14260,"Boise City, ID Metro Area",msa,2013,Other,total_ranks,381
0400000US37,North Carolina State,state,2013,Goods,index,96.5
0400000US37,North Carolina State,state,2013,Goods,rank,36
0400000US37,North Carolina State,state,2013,Goods,total_ranks,51
0400000US47,Tennessee State,state,2013,Goods,index,96.4
0400000US47,Tennessee State,state,2013,Goods,rank,38
0400000US47,Tennessee State,state,2013,Goods,total_ranks,51
310M200US44300,"State College, PA Metro Area",msa,2011,Other,index,97.7
310M200US44300,"State College, PA Metro Area",msa,2011,Other,rank,117
310M200US44300,"State College, PA Metro Area",msa,2011,Other,total_ranks,381
310M200US16700,"Charleston-North Charleston, SC Metro Area",msa,2012,Goods,index,97.6
310M200US16700,"Charleston-North Charleston, SC Metro Area",msa,2012,Goods,rank,115
310M200US16700,"Charleston-North Charleston, SC Metro Area",msa,2012,Goods,total_ranks,381
310M200US46520,"Urban Honolulu, HI Metro Area",msa,2010,Rents,index,174.9
310M200US46520,"Urban Honolulu, HI Metro Area",msa,2010,Rents,rank,3
310M200US46520,"Urban Honolulu, HI Metro Area",msa,2010,Rents,total_ranks,381
0400000US55,Wisconsin State,state,2013,Goods,index,95.8
0400000US55,Wisconsin State,state,2013,Goods,rank,40
0400000US55,Wisconsin State,state,2013,Goods,total_ranks,51
310M200US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",msa,2009,All,index,113.5
310M200US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",msa,2009,All,rank,14
310M200US37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",msa,2009,All,total_ranks,381
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2009,Other,index,94.6
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2009,Other,rank,251
310M200US12020,"Athens-Clarke County, GA Metro Area",msa,2009,Other,total_ranks,381
310M200US48060,"Watertown-Fort Drum, NY Metro Area",msa,2012,Other,index,97.6
310M200US48060,"Watertown-Fort Drum, NY Metro Area",msa,2012,Other,rank,121
310M200US48060,"Watertown-Fort Drum, NY Metro Area",msa,2012,Other,total_ranks,381
310M200US15680,"California-Lexington Park, MD Metro Area",msa,2011,Rents,index,118.6
310M200US15680,"California-Lexington Park, MD Metro Area",msa,2011,Rents,rank,30
310M200US15680,"California-Lexington Park, MD Metro Area",msa,2011,Rents,total_ranks,381
310M200US23540,"Gainesville, FL Metro Area",msa,2010,All,index,97.9
310M200US23540,"Gainesville, FL Metro Area",msa,2010,All,rank,87
310M200US23540,"Gainesville, FL Metro Area",msa,2010,All,total_ranks,381
310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",msa,2010,Rents,index,126
310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",msa,2010,Rents,rank,28
310M200US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",msa,2010,Rents,total_ranks,381
310M200US25220,"Hammond, LA Metro Area",msa,2012,Other,index,91.5
310M200US25220,"Hammond, LA Metro Area",msa,2012,Other,rank,348
310M200US25220,"Hammond, LA Metro Area",msa,2012,Other,total_ranks,381
310M200US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",msa,2009,Goods,index,98.6
310M200US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",msa,2009,Goods,rank,99
310M200US37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",msa,2009,Goods,total_ranks,381
310M200US27620,"Jefferson City, MO Metro Area",msa,2010,All,index,80.9
310M200US27620,"Jefferson City, MO Metro Area",msa,2010,All,rank,377
310M200US27620,"Jefferson City, MO Metro Area",msa,2010,All,total_ranks,381
310M200US42140,"Santa Fe, NM Metro Area",msa,2012,Rents,index,104.2
310M200US42140,"Santa Fe, NM Metro Area",msa,2012,Rents,rank,63
310M200US42140,"Santa Fe, NM Metro Area",msa,2012,Rents,total_ranks,381
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2013,Other,index,100.5
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2013,Other,rank,62
310M200US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",msa,2013,Other,total_ranks,381
0400000US47,Tennessee State,state,2010,Rents,index,73.7
0400000US47,Tennessee State,state,2010,Rents,rank,42
0400000US47,Tennessee State,state,2010,Rents,total_ranks,51
310M200US31020,"Longview, WA Metro Area",msa,2013,Goods,index,98.8
310M200US31020,"Longview, WA Metro Area",msa,2013,Goods,rank,58
310M200US31020,"Longview, WA Metro Area",msa,2013,Goods,total_ranks,381
310M200US32780,"Medford, OR Metro Area",msa,2011,Other,index,100.8
310M200US32780,"Medford, OR Metro Area",msa,2011,Other,rank,49
310M200US32780,"Medford, OR Metro Area",msa,2011,Other,total_ranks,381
310M200US39820,"Redding, CA Metro Area",msa,2008,Other,index,97.6
310M200US39820,"Redding, CA Metro Area",msa,2008,Other,rank,132
310M200US39820,"Redding, CA Metro Area",msa,2008,Other,total_ranks,381
310M200US48260,"Weirton-Steubenville, WV-OH Metro Area",msa,2008,All,index,84.2
310M200US48260,"Weirton-Steubenville, WV-OH Metro Area",msa,2008,All,rank,356
310M200US48260,"Weirton-Steubenville, WV-OH Metro Area",msa,2008,All,total_ranks,381
0400000US34,New Jersey State,state,2011,Rents,index,138
0400000US34,New Jersey State,state,2011,Rents,rank,4
0400000US34,New Jersey State,state,2011,Rents,total_ranks,51
310M200US30980,"Longview, TX Metro Area",msa,2009,All,index,91.2
310M200US30980,"Longview, TX Metro Area",msa,2009,All,rank,260
310M200US30980,"Longview, TX Metro Area",msa,2009,All,total_ranks,381
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2010,All,index,107.4
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2010,All,rank,27
310M200US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",msa,2010,All,total_ranks,381
310M200US18700,"Corvallis, OR Metro Area",msa,2012,Goods,index,98.9
310M200US18700,"Corvallis, OR Metro Area",msa,2012,Goods,rank,45
310M200US18700,"Corvallis, OR Metro Area",msa,2012,Goods,total_ranks,381
310M200US18140,"Columbus, OH Metro Area",msa,2012,Other,index,94.3
310M200US18140,"Columbus, OH Metro Area",msa,2012,Other,rank,221
310M200US18140,"Columbus, OH Metro Area",msa,2012,Other,total_ranks,381
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,Goods,index,92.4
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,Goods,rank,370
310M200US49020,"Winchester, VA-WV Metro Area",msa,2011,Goods,total_ranks,381
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2012,Rents,index,75.7
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2012,Rents,rank,256
310M200US21140,"Elkhart-Goshen, IN Metro Area",msa,2012,Rents,total_ranks,381
310M200US22900,"Fort Smith, AR-OK Metro Area",msa,2010,Other,index,94
310M200US22900,"Fort Smith, AR-OK Metro Area",msa,2010,Other,rank,298
310M200US22900,"Fort Smith, AR-OK Metro Area",msa,2010,Other,total_ranks,381
310M200US26140,"Homosassa Springs, FL Metro Area",msa,2008,All,index,92.8
310M200US26140,"Homosassa Springs, FL Metro Area",msa,2008,All,rank,220
310M200US26140,"Homosassa Springs, FL Metro Area",msa,2008,All,total_ranks,381
310M200US13780,"Binghamton, NY Metro Area",msa,2008,Other,index,99.3
310M200US13780,"Binghamton, NY Metro Area",msa,2008,Other,rank,52
310M200US13780,"Binghamton, NY Metro Area",msa,2008,Other,total_ranks,381
0400000US27,Minnesota State,state,2011,Other,index,96.6
0400000US27,Minnesota State,state,2011,Other,rank,27
0400000US27,Minnesota State,state,2011,Other,total_ranks,51
310M200US46060,"Tucson, AZ Metro Area",msa,2008,Other,index,97.6
310M200US46060,"Tucson, AZ Metro Area",msa,2008,Other,rank,140
310M200US46060,"Tucson, AZ Metro Area",msa,2008,Other,total_ranks,381
310M200US23420,"Fresno, CA Metro Area",msa,2008,Rents,index,99.4
310M200US23420,"Fresno, CA Metro Area",msa,2008,Rents,rank,97
310M200US23420,"Fresno, CA Metro Area",msa,2008,Rents,total_ranks,381
310M200US29200,"Lafayette-West Lafayette, IN Metro Area",msa,2010,Goods,index,96.5
310M200US29200,"Lafayette-West Lafayette, IN Metro Area",msa,2010,Goods,rank,321
310M200US29200,"Lafayette-West Lafayette, IN Metro Area",msa,2010,Goods,total_ranks,381
310M200US24780,"Greenville, NC Metro Area",msa,2010,All,index,89.4
310M200US24780,"Greenville, NC Metro Area",msa,2010,All,rank,298
310M200US24780,"Greenville, NC Metro Area",msa,2010,All,total_ranks,381
0400000US18,Indiana State,state,2010,Goods,index,96.5
0400000US18,Indiana State,state,2010,Goods,rank,38
0400000US18,Indiana State,state,2010,Goods,total_ranks,51
310M200US46140,"Tulsa, OK Metro Area",msa,2011,Goods,index,97.4
310M200US46140,"Tulsa, OK Metro Area",msa,2011,Goods,rank,256
310M200US46140,"Tulsa, OK Metro Area",msa,2011,Goods,total_ranks,381
310M200US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",msa,2012,All,index,100.4
310M200US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",msa,2012,All,rank,55
310M200US38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",msa,2012,All,total_ranks,381
310M200US35300,"New Haven-Milford, CT Metro Area",msa,2008,Other,index,119.6
310M200US35300,"New Haven-Milford, CT Metro Area",msa,2008,Other,rank,2
310M200US35300,"New Haven-Milford, CT Metro Area",msa,2008,Other,total_ranks,381
310M200US30140,"Lebanon, PA Metro Area",msa,2011,Rents,index,82.7
310M200US30140,"Lebanon, PA Metro Area",msa,2011,Rents,rank,194
310M200US30140,"Lebanon, PA Metro Area",msa,2011,Rents,total_ranks,381
310M200US17900,"Columbia, SC Metro Area",msa,2011,Goods,index,97.1
310M200US17900,"Columbia, SC Metro Area",msa,2011,Goods,rank,288
310M200US17900,"Columbia, SC Metro Area",msa,2011,Goods,total_ranks,381
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2011,Rents,index,165.1
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2011,Rents,rank,9
310M200US42100,"Santa Cruz-Watsonville, CA Metro Area",msa,2011,Rents,total_ranks,381
310M200US37900,"Peoria, IL Metro Area",msa,2009,Other,index,94.8
310M200US37900,"Peoria, IL Metro Area",msa,2009,Other,rank,227
310M200US37900,"Peoria, IL Metro Area",msa,2009,Other,total_ranks,381
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2009,Goods,index,97.6
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2009,Goods,rank,223
310M200US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",msa,2009,Goods,total_ranks,381
310M200US10740,"Albuquerque, NM Metro Area",msa,2013,All,index,97.1
310M200US10740,"Albuquerque, NM Metro Area",msa,2013,All,rank,99
310M200US10740,"Albuquerque, NM Metro Area",msa,2013,All,total_ranks,381
310M200US29340,"Lake Charles, LA Metro Area",msa,2009,Other,index,94.7
310M200US29340,"Lake Charles, LA Metro Area",msa,2009,Other,rank,241
310M200US29340,"Lake Charles, LA Metro Area",msa,2009,Other,total_ranks,381
0400000US29,Missouri State,state,2010,Other,index,90.6
0400000US29,Missouri State,state,2010,Other,rank,51
0400000US29,Missouri State,state,2010,Other,total_ranks,51
310M200US33740,"Monroe, LA Metro Area",msa,2013,Other,index,94.2
310M200US33740,"Monroe, LA Metro Area",msa,2013,Other,rank,261
310M200US33740,"Monroe, LA Metro Area",msa,2013,Other,total_ranks,381
0400000US55,Wisconsin State,state,2008,Goods,index,95.5
0400000US55,Wisconsin State,state,2008,Goods,rank,44
0400000US55,Wisconsin State,state,2008,Goods,total_ranks,51
0400000US56,Wyoming State,state,2009,Other,index,96.2
0400000US56,Wyoming State,state,2009,Other,rank,29
0400000US56,Wyoming State,state,2009,Other,total_ranks,51
310M200US30700,"Lincoln, NE Metro Area",msa,2012,Goods,index,97.2
310M200US30700,"Lincoln, NE Metro Area",msa,2012,Goods,rank,277
310M200US30700,"Lincoln, NE Metro Area",msa,2012,Goods,total_ranks,381
310M200US49420,"Yakima, WA Metro Area",msa,2011,Rents,index,82.8
310M200US49420,"Yakima, WA Metro Area",msa,2011,Rents,rank,193
310M200US49420,"Yakima, WA Metro Area",msa,2011,Rents,total_ranks,381
310M200US36540,"Omaha-Council Bluffs, NE-IA Metro Area",msa,2010,All,index,94.1
310M200US36540,"Omaha-Council Bluffs, NE-IA Metro Area",msa,2010,All,rank,167
310M200US36540,"Omaha-Council Bluffs, NE-IA Metro Area",msa,2010,All,total_ranks,381
310M200US44180,"Springfield, MO Metro Area",msa,2011,Goods,index,97.1
310M200US44180,"Springfield, MO Metro Area",msa,2011,Goods,rank,290
310M200US44180,"Springfield, MO Metro Area",msa,2011,Goods,total_ranks,381
0400000US39,Ohio State,state,2008,Goods,index,95
0400000US39,Ohio State,state,2008,Goods,rank,46
0400000US39,Ohio State,state,2008,Goods,total_ranks,51
310M200US21300,"Elmira, NY Metro Area",msa,2009,All,index,93.6
310M200US21300,"Elmira, NY Metro Area",msa,2009,All,rank,194
310M200US21300,"Elmira, NY Metro Area",msa,2009,All,total_ranks,381
310M200US35980,"Norwich-New London, CT Metro Area",msa,2009,Rents,index,120.1
310M200US35980,"Norwich-New London, CT Metro Area",msa,2009,Rents,rank,35
310M200US35980,"Norwich-New London, CT Metro Area",msa,2009,Rents,total_ranks,381
0400000US34,New Jersey State,state,2012,Other,index,115.9
0400000US34,New Jersey State,state,2012,Other,rank,1
0400000US34,New Jersey State,state,2012,Other,total_ranks,51
0400000US12,Florida State,state,2009,All,index,100
0400000US12,Florida State,state,2009,All,rank,19
0400000US12,Florida State,state,2009,All,total_ranks,51
310M200US32900,"Merced, CA Metro Area",msa,2009,Goods,index,96.6
310M200US32900,"Merced, CA Metro Area",msa,2009,Goods,rank,303
310M200US32900,"Merced, CA Metro Area",msa,2009,Goods,total_ranks,381
310M200US49180,"Winston-Salem, NC Metro Area",msa,2009,Goods,index,98.6
310M200US49180,"Winston-Salem, NC Metro Area",msa,2009,Goods,rank,110
310M200US49180,"Winston-Salem, NC Metro Area",msa,2009,Goods,total_ranks,381
310M200US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",msa,2009,Other,index,103.9
310M200US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",msa,2009,Other,rank,25
310M200US16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",msa,2009,Other,total_ranks,381
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2013,Goods,index,97.4
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2013,Goods,rank,222
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2013,Goods,total_ranks,381
310M200US40340,"Rochester, MN Metro Area",msa,2010,Goods,index,95.4
310M200US40340,"Rochester, MN Metro Area",msa,2010,Goods,rank,334
310M200US40340,"Rochester, MN Metro Area",msa,2010,Goods,total_ranks,381
310M200US12940,"Baton Rouge, LA Metro Area",msa,2012,Other,index,93.9
310M200US12940,"Baton Rouge, LA Metro Area",msa,2012,Other,rank,324
310M200US12940,"Baton Rouge, LA Metro Area",msa,2012,Other,total_ranks,381
310M200US43900,"Spartanburg, SC Metro Area",msa,2010,All,index,88.2
310M200US43900,"Spartanburg, SC Metro Area",msa,2010,All,rank,323
310M200US43900,"Spartanburg, SC Metro Area",msa,2010,All,total_ranks,381
310M200US22380,"Flagstaff, AZ Metro Area",msa,2009,All,index,99.3
310M200US22380,"Flagstaff, AZ Metro Area",msa,2009,All,rank,77
310M200US22380,"Flagstaff, AZ Metro Area",msa,2009,All,total_ranks,381
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2011,Other,index,94.3
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2011,Other,rank,250
310M200US43340,"Shreveport-Bossier City, LA Metro Area",msa,2011,Other,total_ranks,381
310M200US41540,"Salisbury, MD-DE Metro Area",msa,2011,All,index,89.8
310M200US41540,"Salisbury, MD-DE Metro Area",msa,2011,All,rank,298
310M200US41540,"Salisbury, MD-DE Metro Area",msa,2011,All,total_ranks,381
310M200US10500,"Albany, GA Metro Area",msa,2013,Other,index,94
310M200US10500,"Albany, GA Metro Area",msa,2013,Other,rank,288
310M200US10500,"Albany, GA Metro Area",msa,2013,Other,total_ranks,381
310M200US12620,"Bangor, ME Metro Area",msa,2012,Goods,index,97.8
310M200US12620,"Bangor, ME Metro Area",msa,2012,Goods,rank,79
310M200US12620,"Bangor, ME Metro Area",msa,2012,Goods,total_ranks,381
310M200US26300,"Hot Springs, AR Metro Area",msa,2010,Goods,index,93.2
310M200US26300,"Hot Springs, AR Metro Area",msa,2010,Goods,rank,357
310M200US26300,"Hot Springs, AR Metro Area",msa,2010,Goods,total_ranks,381
310M200US38540,"Pocatello, ID Metro Area",msa,2010,Other,index,94.8
310M200US38540,"Pocatello, ID Metro Area",msa,2010,Other,rank,144
310M200US38540,"Pocatello, ID Metro Area",msa,2010,Other,total_ranks,381
310M200US43580,"Sioux City, IA-NE-SD Metro Area",msa,2008,Rents,index,69.8
310M200US43580,"Sioux City, IA-NE-SD Metro Area",msa,2008,Rents,rank,313
310M200US43580,"Sioux City, IA-NE-SD Metro Area",msa,2008,Rents,total_ranks,381
310M200US34940,"Naples-Immokalee-Marco Island, FL Metro Area",msa,2011,Other,index,94.4
310M200US34940,"Naples-Immokalee-Marco Island, FL Metro Area",msa,2011,Other,rank,201
310M200US34940,"Naples-Immokalee-Marco Island, FL Metro Area",msa,2011,Other,total_ranks,381
310M200US17140,"Cincinnati, OH-KY-IN Metro Area",msa,2013,Other,index,93.9
310M200US17140,"Cincinnati, OH-KY-IN Metro Area",msa,2013,Other,rank,321
310M200US17140,"Cincinnati, OH-KY-IN Metro Area",msa,2013,Other,total_ranks,381
310M200US23580,"Gainesville, GA Metro Area",msa,2010,Rents,index,84.7
310M200US23580,"Gainesville, GA Metro Area",msa,2010,Rents,rank,176
310M200US23580,"Gainesville, GA Metro Area",msa,2010,Rents,total_ranks,381
310M200US16020,"Cape Girardeau, MO-IL Metro Area",msa,2012,Goods,index,91.3
310M200US16020,"Cape Girardeau, MO-IL Metro Area",msa,2012,Goods,rank,372
310M200US16020,"Cape Girardeau, MO-IL Metro Area",msa,2012,Goods,total_ranks,381
310M200US12100,"Atlantic City-Hammonton, NJ Metro Area",msa,2009,Rents,index,114.3
310M200US12100,"Atlantic City-Hammonton, NJ Metro Area",msa,2009,Rents,rank,46
310M200US12100,"Atlantic City-Hammonton, NJ Metro Area",msa,2009,Rents,total_ranks,381
310M200US16540,"Chambersburg-Waynesboro, PA Metro Area",msa,2011,Rents,index,81.9
310M200US16540,"Chambersburg-Waynesboro, PA Metro Area",msa,2011,Rents,rank,200
310M200US16540,"Chambersburg-Waynesboro, PA Metro Area",msa,2011,Rents,total_ranks,381
310M200US16940,"Cheyenne, WY Metro Area",msa,2013,All,index,97.5
310M200US16940,"Cheyenne, WY Metro Area",msa,2013,All,rank,92
310M200US16940,"Cheyenne, WY Metro Area",msa,2013,All,total_ranks,381
310M200US10500,"Albany, GA Metro Area",msa,2008,Goods,index,98
310M200US10500,"Albany, GA Metro Area",msa,2008,Goods,rank,214
310M200US10500,"Albany, GA Metro Area",msa,2008,Goods,total_ranks,381
310M200US30860,"Logan, UT-ID Metro Area",msa,2013,Other,index,94
310M200US30860,"Logan, UT-ID Metro Area",msa,2013,Other,rank,305
310M200US30860,"Logan, UT-ID Metro Area",msa,2013,Other,total_ranks,381
310M200US26820,"Idaho Falls, ID Metro Area",msa,2010,Goods,index,99.3
310M200US26820,"Idaho Falls, ID Metro Area",msa,2010,Goods,rank,49
310M200US26820,"Idaho Falls, ID Metro Area",msa,2010,Goods,total_ranks,381
310M200US21300,"Elmira, NY Metro Area",msa,2012,Rents,index,80.7
310M200US21300,"Elmira, NY Metro Area",msa,2012,Rents,rank,209
310M200US21300,"Elmira, NY Metro Area",msa,2012,Rents,total_ranks,381
310M200US36420,"Oklahoma City, OK Metro Area",msa,2008,Rents,index,76
310M200US36420,"Oklahoma City, OK Metro Area",msa,2008,Rents,rank,253
310M200US36420,"Oklahoma City, OK Metro Area",msa,2008,Rents,total_ranks,381
310M200US34100,"Morristown, TN Metro Area",msa,2012,All,index,82.5
310M200US34100,"Morristown, TN Metro Area",msa,2012,All,rank,376
310M200US34100,"Morristown, TN Metro Area",msa,2012,All,total_ranks,381
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2011,Other,index,98.2
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2011,Other,rank,88
310M200US25540,"Hartford-West Hartford-East Hartford, CT Metro Area",msa,2011,Other,total_ranks,381
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",msa,2011,Rents,index,156.5
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",msa,2011,Rents,rank,11
310M200US35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",msa,2011,Rents,total_ranks,381
310M200US40980,"Saginaw, MI Metro Area",msa,2013,Other,index,94.7
310M200US40980,"Saginaw, MI Metro Area",msa,2013,Other,rank,156
310M200US40980,"Saginaw, MI Metro Area",msa,2013,Other,total_ranks,381
310M200US14100,"Bloomsburg-Berwick, PA Metro Area",msa,2011,All,index,92.5
310M200US14100,"Bloomsburg-Berwick, PA Metro Area",msa,2011,All,rank,210
310M200US14100,"Bloomsburg-Berwick, PA Metro Area",msa,2011,All,total_ranks,381
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2012,Goods,index,99.1
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2012,Goods,rank,39
310M200US14460,"Boston-Cambridge-Newton, MA-NH Metro Area",msa,2012,Goods,total_ranks,381
310M200US30020,"Lawton, OK Metro Area",msa,2012,All,index,91
310M200US30020,"Lawton, OK Metro Area",msa,2012,All,rank,265
310M200US30020,"Lawton, OK Metro Area",msa,2012,All,total_ranks,381
310M200US49180,"Winston-Salem, NC Metro Area",msa,2010,Other,index,94.3
310M200US49180,"Winston-Salem, NC Metro Area",msa,2010,Other,rank,250
310M200US49180,"Winston-Salem, NC Metro Area",msa,2010,Other,total_ranks,381
0400000US32,Nevada State,state,2008,Rents,index,119
0400000US32,Nevada State,state,2008,Rents,rank,11
0400000US32,Nevada State,state,2008,Rents,total_ranks,51
310M200US31700,"Manchester-Nashua, NH Metro Area",msa,2012,Other,index,110.2
310M200US31700,"Manchester-Nashua, NH Metro Area",msa,2012,Other,rank,9
310M200US31700,"Manchester-Nashua, NH Metro Area",msa,2012,Other,total_ranks,381
310M200US42220,"Santa Rosa, CA Metro Area",msa,2012,Goods,index,108.1
310M200US42220,"Santa Rosa, CA Metro Area",msa,2012,Goods,rank,8
310M200US42220,"Santa Rosa, CA Metro Area",msa,2012,Goods,total_ranks,381
310M200US22540,"Fond du Lac, WI Metro Area",msa,2010,Other,index,87.8
310M200US22540,"Fond du Lac, WI Metro Area",msa,2010,Other,rank,377
310M200US22540,"Fond du Lac, WI Metro Area",msa,2010,Other,total_ranks,381
310M200US10420,"Akron, OH Metro Area",msa,2010,All,index,88.5
310M200US10420,"Akron, OH Metro Area",msa,2010,All,rank,316
310M200US10420,"Akron, OH Metro Area",msa,2010,All,total_ranks,381
310M200US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",msa,2013,Goods,index,98.1
310M200US26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",msa,2013,Goods,rank,68
