"Open","High","Low","Close","Volume"
757.32,759.45,752.66,759.28,1046024
757,758.15,751.52,754.41,953053
754.05,760.64,754.05,757.08,1125117
749.87,756.59,748.49,753.41,1521795
737.91,755.14,736.51,753.2,1934900
741,741,734.64,735.63,1617087
733.94,736.14,730.59,735.8,1070351
735.52,735.52,729.02,729.48,1021827
731.92,735.6,727.5,732.51,1328680
719.42,728.93,718.86,727.2,1441113
710.56,717.9,708.11,717.78,1497323
710.11,710.17,700.67,707.26,1058698
699.84,713,699,708.97,1445126
705.01,708.12,699.13,704.89,1422028
705.1,712.53,703.73,710.25,1549160
697.65,703.77,694.9,703.53,2112513
694.26,699.5,692.68,695.19,2156218
691.37,692.74,684.85,691.26,1912280
682.49,683.32,672.66,681.14,2919486
690.17,705,684.91,685.2,4771780
710.55,714.88,700.25,714.87,2125028
714.05,714.21,705.88,710.47,1452884
710.05,715.38,704.66,708.88,1515918
710.31,715.87,705.41,706.13,2282725
721.39,721.39,701.12,704.25,4113085
727.96,730.39,715.54,724.25,2250083
734.92,737.15,731.31,732.19,1161701
729.31,736,726.5,733.25,1329176
729.82,739,729.82,731.88,1167736
735.95,739.64,730.51,733.19,1452456
737.07,743.93,736.5,742.52,958963
739.5,743.81,735.76,742.93,1615727
733.27,736.71,730.8,731.09,1215741
738.5,738.5,728.29,730.06,1499648
741.49,741.49,733.91,735.86,1230376
746.1,747.3,737,744.27,1695824
748.47,751.37,744.34,748.46,1039847
748.76,753.48,745.57,748.85,2124248
737.51,747.91,737.01,747.6,1738913
736,741.1,733,736.93,1298295
735,739.89,732.6,738.1,1610773
719.85,734.2,719.64,733.03,1890195
719.98,723.5,716.94,717.25,1233407
716.46,727.7,715.01,721.71,1722506
718.3,720.5,710.3,715.31,1495741
718.5,725.57,715.02,721.78,1620691
731.06,735.85,718,720.19,1667998
724.32,732.68,720,730.3,1124220
726.62,731.29,723.51,724.83,1241301
732,735.37,724.27,728.07,1352779
740.52,740.8,727.9,730.55,1484998
734.96,740,731.61,739.38,1627899
726.7,734.29,723.5,729.13,1898866
712.2,725.99,711.95,725.18,1982458
715,717.55,709.45,714.71,1479828
706.77,715.05,704.05,711.37,1610174
712.5,713.37,707.33,708.44,1922797
711.92,715.41,706.36,714.41,1672285
704.12,712.11,703.78,707.88,2906358
723.29,729.26,703.2,705.06,3114203
725.32,727.15,709.08,721.46,3289534
744.42,745.59,720.32,725.37,2754324
735.35,744.88,735.1,742.21,2469163
743.91,753.92,730.37,737.77,6978506
777.31,781.68,771.55,780,3326803
779.16,779.66,771.27,774.92,1706231
790.5,790.95,770.27,776.25,2191366
780.19,788.55,777.61,787.68,1669701
775.5,780.93,774.93,780,1555865
775.36,779.61,773.22,775.39,1348011
770.31,775.75,764.59,771.91,1768980
758.43,764.92,751.56,764.32,1366559
765.45,767.22,757.34,757.54,1584036
765.87,767.13,755.77,759.47,1171738
765.32,769.36,757.5,760.12,1254028
757.84,768.42,756.3,768.07,1257118
758.13,762.87,755.6,758.57,1222147
769.51,772.44,761.78,765.12,1343934
757.16,770.04,755.2,769.67,1581222
768.34,769.08,758.25,762.9,1623821
768.21,777.31,767.58,768.34,2017229
753.68,767.18,748.29,765.89,1987121
756.17,758.3,752.04,753.28,1082515
751.2,757.56,750.5,754.84,1528469
763.35,765.39,756.03,757.56,1224825
758.44,765,757.88,760.05,1103115
753.91,763.34,751.27,762.16,1435734
