"Open","High","Low","Close","Volume"
51.44,51.9,51.04,51.08,22436700
51.2,51.81,50.92,51.51,24099431
51.13,51.78,51,51.05,23910684
50.33,51.1,50.19,51.02,22741527
50.49,50.58,50,50.07,17844648
49.92,50.39,49.66,50.39,24715575
49.87,50.3,49.73,49.94,25309543
49.84,50.06,49.46,49.87,24171449
50.34,50.41,49.6,49.78,26196074
50,50.75,49.78,50.61,33004106
49.35,50.25,49.35,49.87,48339735
50.62,50.77,49.56,49.9,42758226
51.48,51.5,50.55,50.94,43145896
52.26,52.35,51.09,51.44,33262278
51.78,52.13,51.63,52.11,33106540
51.91,52.43,50.77,51.78,125600219
55.8,56.23,55.42,55.78,36826521
56.29,56.5,55.48,55.59,36014074
56.63,56.77,55.68,56.39,29533701
55.49,56.59,55.21,56.46,23150318
55.3,55.92,55.11,55.65,28377584
55.22,55.58,55.07,55.36,20875102
55.12,55.44,54.89,55.35,20601278
54.37,54.78,53.76,54.65,24574169
54.49,55.15,54.3,54.31,21332336
54.67,55.28,54.32,54.42,22157037
54.87,54.91,54.23,54.46,18584125
54.36,55.2,54.21,55.12,21032057
55.19,55.3,54.46,54.56,19148783
55.43,55.66,55,55.43,18832210
55.05,55.61,54.57,55.57,24298612
54.95,55.59,54.86,55.23,26173764
54.93,55.64,54.9,55.05,22920330
53.66,54.86,53.45,54.71,23375017
54.21,54.29,53.33,53.54,16988240
53.84,54.33,53.73,54.21,18842667
54.11,54.24,53.74,53.97,19905295
53.61,54.25,53.46,54.07,22911577
53.25,53.93,52.93,53.86,23807263
