"Open","High","Low","Close","Volume"
744,746.25,740.7,745.72,2214023
732.5,743.33,732.31,739.95,2216820
735.49,741.6,728.72,736.07,2954914
746.55,746.55,734.05,735.44,3121385
748.86,749.04,739.02,741.2,2390472
746.76,756.87,741.25,742.63,4142265
756.86,757.34,740.33,748.21,5623657
750,755.9,747,753.78,3195272
740.14,746.1,738,745.81,3429217
739.33,739.55,731.63,736.57,2945783
725.71,737.77,722.58,737.61,3938249
722.8,728.11,719.61,728.1,2431431
717.32,728,716.54,725.68,2920423
717.2,719.37,712.54,715.62,2855142
715.75,719.5,713.54,715.6,3070052
700,708,698.17,707.95,4036957
692.01,696.82,682.12,691.36,5584037
693,712.53,692.2,698.96,7632511
715.5,722.12,712.5,722.08,2824974
716.58,717,707.56,710.6,2260454
715.72,718.4,712.72,715.82,2137534
713.5,721.31,710.81,714.01,3677162
718.19,718.2,699.18,706.39,5897788
712.05,718,705.3,717.51,3097961
722,722.56,713.35,714.26,2709447
712.33,720.8,712.27,719.3,2506922
714.01,721.99,711.16,715.24,3352201
722.35,724.98,714.21,717.91,3425718
723.1,728.91,722.3,727.65,2170318
726.4,729.42,721.6,726.64,2223366
729.89,730,720.55,723.74,2732463
726.5,731.5,724.42,726.73,2704806
726.74,727,718.43,725.54,3367306
720.97,728.28,715.5,728.24,3026583
720.9,726.43,718.22,719.44,3263107
712.33,724.23,711.32,722.79,3618323
715,716.6,711.1,712.24,2246353
708.33,715,707.29,714.91,2436846
708,710.86,705.52,708.35,3267686
698.01,707.5,698,704.2,2851442
704.25,706,696.42,696.75,2579171
701.05,707.24,700,702.8,2867442
691.88,699.4,689.56,698.52,3014968
689.56,702.54,688.76,697.45,4272357
709.9,714.47,693.91,695.27,5093930
710.13,713.25,700.28,710.66,5425097
714.64,719.25,706.51,709.92,4746626
717.38,722.45,711.51,717.93,5034666
705.79,719,701.65,713.23,7315995
694,704.55,693.5,703.07,6087032
673.95,686.98,671.41,679.75,3972272
656.05,676.95,656.01,673.95,4347214
673.31,676.49,656,659.09,4875480
662.59,674,662.14,670.9,4574490
677.36,680.3,670.43,671.32,4902099
663.92,685.5,662.03,683.85,6560872
666,669.98,654,659.59,10291785
615.54,626.8,599.2,602,7142090
611.8,615.95,601.28,606.57,4020813
626.17,626.75,614.88,616.88,2492620
616.61,626.98,616.25,626.2,2666702
624.47,628.25,611.56,620.5,5069891
631,637.82,628.5,631,2550919
630,636.55,623,632.99,2601549
637.14,638.01,620.8,627.9,4048806
625.35,637.64,624.96,635.35,4336419
621.92,626.77,618.11,625.89,2880881
615.07,624.38,615.07,620.75,3474327
607.68,616.81,605.29,614.82,4209763
598.4,604.06,592.31,603.17,2636315
596.14,604,594.91,595.93,2696498
594.32,597.86,589,594.6,2589156
598.76,599.6,589.08,591.43,3153717
587.52,602.39,587.5,602.08,2833480
590.77,593.47,585.25,586.14,2277169
599,599.5,590.55,593.19,2466710
590.49,599.03,588.3,598.5,2912350
599.28,600.75,592.21,593.64,2673617
596.71,603.24,595,598.69,3887968
580.15,595.85,576.5,593.86,4167059
584.4,584.75,575.56,579.87,3118032
567.11,583.55,567.08,582.95,5141569
561,572.48,558.1,569.63,3966131
545.11,562.76,545.05,560.48,3990902
548.91,555.24,538.58,553.98,5146137
